Fecha;Hora;Clase de Vuelo;Clasificación Vuelo;Tipo de Movimiento;Origen OACI;Destino OACI;Aerolinea Nombre;Aeronave
1/1/2020;0;Regular                             ;Internacional;Despegue  ;SAEZ;LEMD;Aerolíneas Argentinas         ;AIRBUS A-340   
1/1/2020;0;Regular                             ;Internacional;Aterrizaje;MPTO;SAAR;Copa Airlines                 ;BOEING B-737   
1/1/2020;0;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;Gol Transportes Aéreos        ;BOEING B-737   
1/1/2020;0;Regular                             ;Internacional;Despegue  ;SAEZ;MMMX;Aeroméxico                    ;BOEING B-787   
1/1/2020;0;Regular                             ;Internacional;Despegue  ;SAEZ;KMIA;Aerolíneas Argentinas         ;AIRBUS A-330   
1/1/2020;0;Regular                             ;Internacional;Despegue  ;SAEZ;SKBO;Avianca                       ;AIRBUS A-320   
1/1/2020;0;Regular                             ;Internacional;Despegue  ;SAEZ;KMCO;Aerolíneas Argentinas         ;AIRBUS A-330   
1/1/2020;0;Regular                             ;Internacional;Aterrizaje;SBGL;SAEZ;Gol Transportes Aéreos        ;BOEING B-737   
1/1/2020;0;Regular                             ;Internacional;Aterrizaje;MPTO;SAEZ;Copa Airlines                 ;BOEING B-737   
1/1/2020;1;Regular                             ;Cabotaje     ;Aterrizaje;SARI;SABE;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;1;Regular                             ;Internacional;Despegue  ;SAEZ;MPTO;Copa Airlines                 ;BOEING B-737   
1/1/2020;1;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAWG;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;1;Regular                             ;Internacional;Despegue  ;SAAR;MPTO;Copa Airlines                 ;BOEING B-737   
1/1/2020;1;Regular                             ;Internacional;Aterrizaje;SBGL;SACO;Gol Transportes Aéreos        ;BOEING B-737   
1/1/2020;2;Regular                             ;Internacional;Despegue  ;SACO;MPTO;Copa Airlines                 ;BOEING B-737   
1/1/2020;2;Regular                             ;Cabotaje     ;Despegue  ;SAWG;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;2;Regular                             ;Internacional;Despegue  ;SAEZ;SBGL;Gol Transportes Aéreos        ;BOEING B-737   
1/1/2020;2;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;Qatar Airways                 ;BOEING B-777   
1/1/2020;2;Regular                             ;Internacional;Aterrizaje;SLVR;SAEZ;Boliviana de Aviacion         ;BOEING B-737   
1/1/2020;3;Regular                             ;Internacional;Despegue  ;SACO;SBGL;Gol Transportes Aéreos        ;BOEING B-737   
1/1/2020;3;Regular                             ;Cabotaje     ;Despegue  ;SAEZ;SARE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;3;Regular                             ;Internacional;Aterrizaje;SPJC;SAEZ;Avianca Perú                  ;AIRBUS A-330   
1/1/2020;3;Regular                             ;Internacional;Aterrizaje;SPJC;SASA;LATAM Perú                    ;AIRBUS A-320   
1/1/2020;3;Regular                             ;Internacional;Aterrizaje;KMIA;SAEZ;Aerolíneas Argentinas         ;AIRBUS A-330   
1/1/2020;4;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWH;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;4;Regular                             ;Internacional;Despegue  ;SAEZ;SPJC;TAM Linhas Aéreas             ;AIRBUS A-320   
1/1/2020;4;Regular                             ;Internacional;Aterrizaje;LEMD;SAEZ;Aerolíneas Argentinas         ;AIRBUS A-330   
1/1/2020;4;Regular                             ;Internacional;Despegue  ;SAEZ;SPJC;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;4;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SARE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;4;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWH;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;4;Regular                             ;Internacional;Aterrizaje;LIRF;SAEZ;Aerolíneas Argentinas         ;AIRBUS A-330   
1/1/2020;4;Regular                             ;Internacional;Despegue  ;SAEZ;SBBR;Gol Transportes Aéreos        ;BOEING B-737   
1/1/2020;4;Regular                             ;Cabotaje     ;Aterrizaje;SAWG;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;4;Regular                             ;Internacional;Despegue  ;SAEZ;SLVR;Boliviana de Aviacion         ;BOEING B-737   
1/1/2020;5;Regular                             ;Internacional;Despegue  ;SAEZ;MPTO;Copa Airlines                 ;BOEING B-737   
1/1/2020;5;Regular                             ;Internacional;Despegue  ;SAEZ;SEQM;Qatar Airways                 ;BOEING B-777   
1/1/2020;5;Regular                             ;Internacional;Despegue  ;SARE;MDPC;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;5;Regular                             ;Internacional;Despegue  ;SAEZ;SBSV;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;5;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWG;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;5;Regular                             ;Internacional;Aterrizaje;SKBO;SAEZ;Avianca                       ;AIRBUS A-330   
1/1/2020;5;Regular                             ;Internacional;Despegue  ;SAEZ;SBPS;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;5;Regular                             ;Cabotaje     ;Despegue  ;SABE;SASJ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;5;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWC;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;5;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;5;Regular                             ;Cabotaje     ;Despegue  ;SABE;SACO;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;5;Regular                             ;Internacional;Despegue  ;SASA;SPJC;LATAM Perú                    ;AIRBUS A-320   
1/1/2020;5;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;6;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWH;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;6;Regular                             ;Cabotaje     ;Despegue  ;SACO;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;6;Regular                             ;Internacional;Despegue  ;SAEZ;SPJC;Avianca Perú                  ;AIRBUS A-330   
1/1/2020;6;Regular                             ;Internacional;Aterrizaje;SPJC;SAAR;LATAM Perú                    ;AIRBUS A-320   
1/1/2020;6;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARI;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;6;Regular                             ;Internacional;Aterrizaje;SPJC;SAEZ;LATAM Perú                    ;BOEING B-767   
1/1/2020;6;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAME;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;6;Regular                             ;Internacional;Despegue  ;SAEZ;SBGR;Gol Transportes Aéreos        ;BOEING B-737   
1/1/2020;6;Regular                             ;Internacional;Aterrizaje;KMIA;SAEZ;American Airlines             ;BOEING B-777   
1/1/2020;6;Regular                             ;Internacional;Aterrizaje;SGAS;SAEZ;LATAM Paraguay                ;AIRBUS A-320   
1/1/2020;6;Regular                             ;Internacional;Despegue  ;SAEZ;SBPA;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;6;Regular                             ;Internacional;Aterrizaje;SPJC;SACO;LATAM Perú                    ;AIRBUS A-320   
1/1/2020;6;Regular                             ;Cabotaje     ;Despegue  ;SAEZ;SASA;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;6;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZN;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;6;Regular                             ;Internacional;Aterrizaje;SKBO;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;6;Regular                             ;Cabotaje     ;Despegue  ;SAZB;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;6;Regular                             ;Cabotaje     ;Despegue  ;SAEZ;SANT;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;6;Regular                             ;Internacional;Aterrizaje;KMIA;SAEZ;LATAM Argentina               ;BOEING B-767   
1/1/2020;6;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAME;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;6;Regular                             ;Cabotaje     ;Despegue  ;SAEZ;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;6;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;6;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SACO;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SACO;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;7;Regular                             ;Internacional;Despegue  ;SADP;SBGL;Flybondi                      ;BOEING B-737   
1/1/2020;7;Regular                             ;Internacional;Despegue  ;SAEZ;SBGR;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;7;Regular                             ;Internacional;Aterrizaje;EHAM;SAEZ;KLM                           ;BOEING B-787   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWH;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SADP;SASA;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SAAR;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;7;Regular                             ;Internacional;Despegue  ;SAEZ;SKBO;Avianca                       ;AIRBUS A-330   
1/1/2020;7;Regular                             ;Internacional;Despegue  ;SAEZ;SCEL;LATAM                         ;AIRBUS A-320   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZS;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;7;Vuelo Privado con Matrícula Nacional;N/A          ;Despegue  ;SARP;N/A ;N/A                           ;CESSNA C-172   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SABE;SACO;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SADP;SAZS;Flybondi                      ;BOEING B-737   
1/1/2020;7;Regular                             ;Internacional;Despegue  ;SAEZ;SBGL;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;7;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;7;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAWH;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAAV;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SADP;SASA;Flybondi                      ;BOEING B-737   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZN;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;7;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SASJ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SABE;SASA;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;7;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SANT;SACO;N/A                           ;BEECHCRAFT BE90
1/1/2020;7;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARI;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;7;Regular                             ;Cabotaje     ;Aterrizaje;SAZB;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;7;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAME;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;7;Regular                             ;Cabotaje     ;Aterrizaje;SAAR;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;7;Regular                             ;Internacional;Despegue  ;SAEZ;SPJC;LATAM Perú                    ;BOEING B-767   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SADP;SAME;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;7;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAWH;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;7;Regular                             ;Internacional;Aterrizaje;LIRF;SAEZ;Alitalia                      ;BOEING B-777   
1/1/2020;7;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWC;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;7;Regular                             ;Cabotaje     ;Despegue  ;SACO;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SADP;SARP;Flybondi                      ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAAV;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Internacional;Despegue  ;SAEZ;SBGL;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SAEZ;SAAR;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZM;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SAWG;SADF;N/A                           ;CESSNA Citation
1/1/2020;8;Regular                             ;Internacional;Despegue  ;SABE;SUMU;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Internacional;Despegue  ;SAAR;SPJC;LATAM Perú                    ;AIRBUS A-320   
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAWG;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;No Regular                          ;Cabotaje     ;Aterrizaje;AR-0;SAZS;N/A                           ;ROBINSON Helicó
1/1/2020;8;Regular                             ;Internacional;Aterrizaje;EGKK;SAEZ;Norwegian Air Shuttle         ;BOEING B-787   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SADP;SAZS;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;8;Regular                             ;Internacional;Despegue  ;SAEZ;SBGR;TAM Linhas Aéreas             ;AIRBUS A-320   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZB;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SACO;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SAEZ;SACO;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;Regular                             ;Internacional;Aterrizaje;MPTO;SAEZ;Copa Airlines                 ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SAEZ;SARI;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZN;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SAWH;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SANT;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAME;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;8;Regular                             ;Internacional;Aterrizaje;LEMD;SAEZ;Air Europa                    ;BOEING B-787   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SASJ;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Internacional;Despegue  ;SAEZ;SBFL;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWH;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SASA;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SAME;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;Regular                             ;Internacional;Despegue  ;SACO;SPJC;LATAM Perú                    ;AIRBUS A-320   
1/1/2020;8;Regular                             ;Internacional;Despegue  ;SAEZ;SCEL;LATAM Argentina               ;BOEING B-767   
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAWC;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;No Regular                          ;Cabotaje     ;Despegue  ;SAZS;AR-0;N/A                           ;ROBINSON Helicó
1/1/2020;8;Regular                             ;Internacional;Aterrizaje;KATL;SAEZ;Delta Air Lines               ;BOEING B-767   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWH;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SAAR;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SAME;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;8;Regular                             ;Internacional;Aterrizaje;EGLL;SAEZ;British Airways               ;BOEING B-777   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWC;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZM;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;8;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;TAM Linhas Aéreas             ;AIRBUS A-320   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SABE;SASA;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;Regular                             ;Internacional;Despegue  ;SAEZ;KMIA;Aerolíneas Argentinas         ;AIRBUS A-330   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SAWH;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;8;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;SANT;SACO;N/A                           ;BEECHCRAFT BE90
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SABE;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZN;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SAAV;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;8;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;Gol Transportes Aéreos        ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Despegue  ;SAWG;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;8;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SASA;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARP;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Internacional;Aterrizaje;KMIA;SACO;American Airlines             ;BOEING B-767   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SABE;SANT;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SANT;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SARI;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Internacional;Aterrizaje;SCEL;SAEZ;Sky Airline                   ;AIRBUS A-320   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SASA;Flybondi                      ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZS;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWH;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Internacional;Aterrizaje;SBCT;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZS;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZB;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SARP;Flybondi                      ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SAEZ;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SAZS;Flybondi                      ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAMR;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Internacional;Despegue  ;SAEZ;SCEL;KLM                           ;BOEING B-787   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SAZN;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SACO;SABE;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAWH;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SAME;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;9;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAWE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SASA;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SACO;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SAAR;SASA;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SANT;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SASA;SACO;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SASA;SAZN;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SAME;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Internacional;Aterrizaje;KMIA;SAEZ;American Airlines             ;BOEING B-777   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SAZM;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SAWC;SAWH;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SAME;SABE;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SASJ;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARI;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Internacional;Aterrizaje;SBGL;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SAAV;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SASA;SAAR;Flybondi                      ;BOEING B-737   
1/1/2020;9;Regular                             ;Internacional;Aterrizaje;SCEL;SACO;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;9;Regular                             ;Internacional;Aterrizaje;SCEL;SAME;LATAM                         ;AIRBUS A-320   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SAZN;SABE;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;9;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SAAR;SAAR;N/A                           ;BOLKOW Helicópt
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SAME;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SARI;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SAZM;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Internacional;Aterrizaje;SUMU;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SACO;SANT;N/A                           ;BEECHCRAFT BE90
1/1/2020;9;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;TAM Linhas Aéreas             ;AIRBUS A-320   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAVT;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;9;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;9;Regular                             ;Internacional;Aterrizaje;SCEL;SAEZ;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;9;Regular                             ;Cabotaje     ;Despegue  ;SAZS;SADP;Flybondi                      ;BOEING B-737   
1/1/2020;10;Regular                             ;Internacional;Aterrizaje;KDFW;SAEZ;American Airlines             ;BOEING B-777   
1/1/2020;10;Regular                             ;Cabotaje     ;Despegue  ;SAZB;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;10;Regular                             ;Cabotaje     ;Despegue  ;SAZS;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;10;Regular                             ;Cabotaje     ;Aterrizaje;SAME;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;10;Regular                             ;Internacional;Despegue  ;SAEZ;SCEL;Sky Airline                   ;AIRBUS A-320   
1/1/2020;10;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWC;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;10;Regular                             ;Cabotaje     ;Despegue  ;SARP;SADP;Flybondi                      ;BOEING B-737   
1/1/2020;10;Regular                             ;Cabotaje     ;Despegue  ;SAWE;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;10;Regular                             ;Internacional;Despegue  ;SAEZ;SBGL;TAM Linhas Aéreas             ;AIRBUS A-320   
