Fecha;Hora;Clase de Vuelo;Clasificación Vuelo;Tipo de Movimiento;Origen OACI;Destino OACI;Aerolinea Nombre;Aeronave
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZB;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAAR;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;18;Regular                             ;Cabotaje     ;Despegue  ;SAZM;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;18;Regular                             ;Internacional;Despegue  ;SAEZ;SCEL;LATAM                         ;BOEING B-787   
1/1/2020;18;No Regular                          ;Internacional;Despegue  ;SADF;SULS;N/A                           ;CESSNA Citation
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAVT;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SAVY;SABE;Andes Líneas Aéreas           ;MCDONNELL DOUGL
1/1/2020;18;Regular                             ;Cabotaje     ;Despegue  ;SAME;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;18;Regular                             ;Internacional;Aterrizaje;SPJC;SAEZ;LATAM Perú                    ;AIRBUS A-320   
1/1/2020;18;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;SADF;SAOC;N/A                           ;CESSNA Citation
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SAZN;SASA;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SACO;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SAZS;Flybondi                      ;BOEING B-737   
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SARI;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SAZN;SADP;Flybondi                      ;BOEING B-737   
1/1/2020;18;Regular                             ;Cabotaje     ;Despegue  ;SACO;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SANT;Flybondi                      ;BOEING B-737   
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SAOU;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;18;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADF;SADF;N/A                           ;PIPISTREL PIVI 
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SAWH;SAWC;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARI;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;18;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARF;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;18;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SANT;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;18;No Regular                          ;Cabotaje     ;Aterrizaje;SADF;SARF;N/A                           ;PIPER PA-31    
1/1/2020;18;Regular                             ;Internacional;Aterrizaje;SBGL;SAEZ;TAM Linhas Aéreas             ;AIRBUS A-320   
1/1/2020;19;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SAOC;SADF;N/A                           ;CESSNA Citation
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SAAP;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Internacional;Despegue  ;SAEZ;SCEL;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAME;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;19;Regular                             ;Internacional;Aterrizaje;KMIA;SAEZ;Aerolíneas Argentinas         ;AIRBUS A-330   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARI;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SAME;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SAWC;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SACO;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SAZS;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SABE;SASJ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Internacional;Despegue  ;SAEZ;SPJC;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAWH;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Internacional;Aterrizaje;SCEL;SACO;LATAM                         ;AIRBUS A-320   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SABE;SANU;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SARI;SACO;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;19;Vuelo Privado con Matrícula Nacional;Internacional;Despegue  ;SADF;SULS;N/A                           ;BEECHCRAFT BE65
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SAZN;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SASA;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARI;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SANT;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SAAR;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Internacional;Aterrizaje;SBFL;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SAZB;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SAZM;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAME;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAVC;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SAZM;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SAVT;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SACO;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Internacional;Despegue  ;SABE;SULS;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SARI;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZN;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;19;Regular                             ;Internacional;Despegue  ;SABE;SUMU;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Vuelo Privado con Matrícula Extranje;Internacional;Aterrizaje;SCEL;SAME;N/A                           ;STEMME S10S    
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SACO;SABE;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SAAP;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SARI;SADP;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SASA;SADP;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SABE;SACO;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SAAR;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;No Regular                          ;Cabotaje     ;Aterrizaje;SAZY;SADF;N/A                           ;BRITISH AEROSPA
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SAME;SAZM;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SANE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Internacional;Despegue  ;SAME;SCEL;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SASJ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SAME;SAEZ;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;19;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;SADF;SADF;N/A                           ;PIPISTREL PIVI 
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SANT;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;19;No Regular                          ;Internacional;Despegue  ;SAEZ;SBGL;Gol Transportes Aéreos        ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;Ethiopian Airlines            ;BOEING B-787   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SARI;SAEZ;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;19;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SANE;SANE;N/A                           ;SAAB SF34      
1/1/2020;19;Regular                             ;Internacional;Despegue  ;SAEZ;SBGR;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SASA;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SASA;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SAAR;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZN;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Aterrizaje;SAWH;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SAWC;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;19;Regular                             ;Cabotaje     ;Despegue  ;SAME;SABE;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;20;Regular                             ;Internacional;Aterrizaje;MDPC;SASA;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;No Regular                          ;Cabotaje     ;Despegue  ;SARF;SADF;N/A                           ;PIPER PA-31    
1/1/2020;20;Vuelo Privado con Matrícula Nacional;Internacional;Despegue  ;SAAR;GVAC;N/A                           ;GULFSTREAM AERO
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SAME;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Internacional;Despegue  ;SACO;SCEL;LATAM                         ;AIRBUS A-320   
1/1/2020;20;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;AR-0;SADF;N/A                           ;CESSNA C-150   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SANT;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;No Regular                          ;Internacional;Aterrizaje;SULS;SADF;N/A                           ;LEARJET LJ-45  
1/1/2020;20;Regular                             ;Internacional;Aterrizaje;LEMD;SAEZ;Aerolíneas Argentinas         ;AIRBUS A-330   
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SABE;SASA;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;SANE;SANE;N/A                           ;SAAB SF34      
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SAZM;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SAAR;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;Regular                             ;Internacional;Despegue  ;SAEZ;SBGR;TAM Linhas Aéreas             ;AIRBUS A-320   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SANT;SADP;Flybondi                      ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARF;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SARI;SABE;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SASA;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SAZB;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;No Regular                          ;Cabotaje     ;Aterrizaje;SAOC;SADF;N/A                           ;CESSNA Citation
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SACO;SADP;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SABE;SANC;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;Regular                             ;Internacional;Despegue  ;SAEZ;SPJC;LATAM Perú                    ;AIRBUS A-320   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SANT;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SAWH;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SAME;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SAWH;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZS;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZN;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARI;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SABE;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SACO;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SARI;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;Regular                             ;Internacional;Aterrizaje;SGAS;SAEZ;Amaszonas                     ;BOMBARDIER CRJ2
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SASJ;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;Regular                             ;Internacional;Aterrizaje;LEMD;SAEZ;Iberia Airlines               ;AIRBUS A-350   
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SACO;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Internacional;Aterrizaje;SCEL;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SANU;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SAZN;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SANE;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SANT;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SASA;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SASJ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;20;Regular                             ;Internacional;Aterrizaje;SBGL;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;20;Regular                             ;Cabotaje     ;Aterrizaje;SAVT;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SARF;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SASA;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;No Regular                          ;Internacional;Aterrizaje;KMIA;SAEZ;Atlas Air                     ;BOEING B-747   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;21;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;SADF;SAWG;N/A                           ;CESSNA Citation
1/1/2020;21;Regular                             ;Internacional;Despegue  ;SAEZ;KDFW;American Airlines             ;BOEING B-777   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SASA;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SAZM;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;21;Regular                             ;Internacional;Aterrizaje;SBGL;SAEZ;Gol Transportes Aéreos        ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SAWC;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;21;No Regular                          ;Internacional;Aterrizaje;SUMU;SAAR;Gestair                       ;GULFSTREAM AERO
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZN;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;21;Regular                             ;Internacional;Aterrizaje;SBGL;SAEZ;Emirates Airline              ;BOEING B-777   
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SADP;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;21;Regular                             ;Internacional;Despegue  ;SAEZ;KATL;Delta Air Lines               ;BOEING B-767   
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SARI;SADP;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SARI;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Internacional;Despegue  ;SAEZ;SCEL;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;21;Vuelo Privado con Matrícula Extranje;Internacional;Aterrizaje;KOPF;SAEZ;NetJets                       ;GULFSTREAM AERO
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SAME;SABE;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZM;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Internacional;Aterrizaje;MPTO;SAEZ;Copa Airlines                 ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SABE;SANT;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SASA;SADP;JetSMART Airlines             ;AIRBUS A-320   
1/1/2020;21;Regular                             ;Internacional;Despegue  ;SAEZ;KMIA;American Airlines             ;BOEING B-777   
1/1/2020;21;Regular                             ;Internacional;Aterrizaje;SGAS;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SANT;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SASJ;Flybondi                      ;BOEING B-737   
1/1/2020;21;Regular                             ;Internacional;Aterrizaje;SUMU;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAVC;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Internacional;Despegue  ;SAEZ;KMIA;American Airlines             ;BOEING B-777   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARI;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SAWH;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Internacional;Aterrizaje;SCEL;SAEZ;Sky Airline                   ;AIRBUS A-320   
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SANT;SADP;Flybondi                      ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SAEZ;SAAR;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SANU;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SACO;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Internacional;Aterrizaje;SULS;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Internacional;Aterrizaje;SBPA;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SAZS;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SAWC;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SAEZ;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SANC;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SANT;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SASA;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Internacional;Aterrizaje;SBGL;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SARI;SABE;Norwegian Air Argentina       ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SAZS;SADP;Flybondi                      ;BOEING B-737   
1/1/2020;21;Regular                             ;Cabotaje     ;Despegue  ;SASJ;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Internacional;Despegue  ;SAEZ;SBGR;Ethiopian Airlines            ;BOEING B-787   
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZN;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;21;Regular                             ;Internacional;Aterrizaje;SKBO;SAEZ;Avianca                       ;AIRBUS A-320   
1/1/2020;21;Regular                             ;Cabotaje     ;Aterrizaje;SASA;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;22;Regular                             ;Cabotaje     ;Aterrizaje;SAZM;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;22;Regular                             ;Internacional;Aterrizaje;SCEL;SAEZ;LATAM                         ;AIRBUS A-320   
1/1/2020;22;Regular                             ;Cabotaje     ;Despegue  ;SAZS;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;22;Regular                             ;Cabotaje     ;Despegue  ;SAZN;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;22;Regular                             ;Internacional;Despegue  ;SAEZ;SGAS;Amaszonas                     ;BOMBARDIER CRJ2
1/1/2020;22;No Regular                          ;Cabotaje     ;Aterrizaje;SARF;SADF;N/A                           ;PIPER PA-31    
1/1/2020;22;Regular                             ;Cabotaje     ;Aterrizaje;SAZN;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;22;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZM;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;22;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;Qatar Airways                 ;BOEING B-777   
1/1/2020;22;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;22;No Regular                          ;Internacional;Despegue  ;SAAR;LEBL;Gestair                       ;GULFSTREAM AERO
1/1/2020;22;Regular                             ;Internacional;Despegue  ;SAEZ;KIAH;United Airlines               ;BOEING B-777   
1/1/2020;22;Regular                             ;Cabotaje     ;Aterrizaje;SANE;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;22;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SULS;SADF;N/A                           ;CESSNA Citation
1/1/2020;22;Regular                             ;Cabotaje     ;Aterrizaje;SARI;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;22;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SAAR;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;22;Regular                             ;Cabotaje     ;Aterrizaje;SANT;SABE;LATAM Argentina               ;AIRBUS A-320   
1/1/2020;22;Regular                             ;Cabotaje     ;Despegue  ;SAZS;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;22;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;SAZS;SADF;N/A                           ;BOMBARDIER CRJ2
1/1/2020;22;Regular                             ;Cabotaje     ;Despegue  ;SAVC;SABE;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;22;Regular                             ;Cabotaje     ;Aterrizaje;SARF;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
1/1/2020;22;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
1/1/2020;22;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
